company,url,archive_url,link_text,context,discovery_source,filename,sha256,local_path,document_type,classification_score,report_year,status,error
heineken,https://www.annualreports.com/HostedData/AnnualReportArchive/h/OTC_HEIN_2023.pdf,https://www.annualreports.com/Company/heineken-nv,Download,Browser-discovered from https://www.annualreports.com/Company/heineken-nv,browser,OTC_HEIN_2023.pdf,b0e74ae3af3cf97a16f79d117720df8be04bf89bd58f17af9fcf220afa817e8f,.cache/pdf/b0e74ae3af3cf97a16f79d117720df8be04bf89bd58f17af9fcf220afa817e8f.pdf,annual_report,3,2023,downloaded,
heineken,https://www.annualreports.com/HostedData/AnnualReportArchive/h/OTC_HEIN_2021.pdf,https://www.annualreports.com/Company/heineken-nv,Download,Browser-discovered from https://www.annualreports.com/Company/heineken-nv,browser,OTC_HEIN_2021.pdf,c1a9a847a67b32fc1bce671ae2590e5e0a085c964c0c507a2500fc9713850cd8,.cache/pdf/c1a9a847a67b32fc1bce671ae2590e5e0a085c964c0c507a2500fc9713850cd8.pdf,annual_report,3,2021,downloaded,
heineken,https://www.annualreports.com/HostedData/AnnualReportArchive/h/OTC_HEIN_2019.pdf,https://www.annualreports.com/Company/heineken-nv,Download,Browser-discovered from https://www.annualreports.com/Company/heineken-nv,browser,OTC_HEIN_2019.pdf,220167df840e3959082216641a2bebe570b4f48c6f5a17368d589409326b7112,.cache/pdf/220167df840e3959082216641a2bebe570b4f48c6f5a17368d589409326b7112.pdf,annual_report,3,2019,downloaded,
heineken,https://www.annualreports.com/HostedData/AnnualReportArchive/h/OTC_HEIN_2017.PDF,https://www.annualreports.com/Company/heineken-nv,Download,Browser-discovered from https://www.annualreports.com/Company/heineken-nv,browser,OTC_HEIN_2017.PDF,9bd4a750fe4b871c062b1c64d7198474a2a5c96841286f6e96a32a076398ba95,.cache/pdf/9bd4a750fe4b871c062b1c64d7198474a2a5c96841286f6e96a32a076398ba95.pdf,annual_report,3,2017,downloaded,
heineken,https://www.theheinekencompany.com/sites/heineken-corp/files/2026-02/2025_Heineken_NV_Annual_Report_Interactive_100226_FINAL.pdf,https://www.theheinekencompany.com/investors/results-reports-webcasts-presentations,2025_Heineken_NV_Annual_Report_Interactive_100226_FINAL.pdf,Browser-discovered from https://www.theheinekencompany.com/investors/results-reports-webcasts-presentations,browser,2025_Heineken_NV_Annual_Report_Interactive_100226_FINAL.pdf,2dee3a7ac14103566f798aff09ce15bc354815c0848d2831fcb99d71bdfad259,.cache/pdf/2dee3a7ac14103566f798aff09ce15bc354815c0848d2831fcb99d71bdfad259.pdf,annual_report,3,2025,downloaded,
